,DATA_YEAR_x,AGENCY_ID,INCIDENT_ID,NIBRS_MONTH_ID,CARGO_THEFT_FLAG,SUBMISSION_DATE,INCIDENT_DATE,REPORT_DATE_FLAG,INCIDENT_HOUR,CLEARED_EXCEPT_ID,CLEARED_EXCEPT_DATE,INCIDENT_STATUS,DATA_HOME,ORIG_FORMAT,DID,DATA_YEAR_y,ARRESTEE_ID,ARRESTEE_SEQ_NUM,ARREST_DATE,ARREST_TYPE_ID,MULTIPLE_INDICATOR,OFFENSE_TYPE_ID,AGE_ID,AGE_NUM,SEX_CODE,RACE_ID,ETHNICITY_ID,RESIDENT_CODE,UNDER_18_DISPOSITION_CODE,CLEARANCE_IND,AGE_RANGE_LOW_NUM,AGE_RANGE_HIGH_NUM,OFFENSE_CODE,OFFENSE_NAME,CRIME_AGAINST,CT_FLAG,HC_FLAG,HC_CODE,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,VIOLENT_CRIME
644,2019,5659,113384477,8166013,,15-AUG-19,17-APR-19,,13,6,,0,C,F,50396169,2019,34056066,1,17-APR-19,1,N,51,5,15,M,2,2,R,R,,15,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
645,2019,5659,113384534,8166013,,15-AUG-19,18-APR-19,,20,6,,0,C,F,50396242,2019,34056074,1,19-APR-19,2,N,51,5,70,M,2,2,R,,,70,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
646,2019,5659,113384548,8166013,,15-AUG-19,20-APR-19,,3,6,,0,C,F,50396260,2019,34056081,1,20-APR-19,1,N,51,5,29,F,2,2,R,,,29,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
647,2019,5659,113384551,8166013,,15-AUG-19,20-APR-19,,3,6,,0,C,F,50396263,2019,34056082,1,20-APR-19,1,N,51,5,51,F,2,2,R,,,51,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
648,2019,5659,113384571,8166013,,15-AUG-19,20-APR-19,,18,6,,0,C,F,50396284,2019,34056085,1,20-APR-19,1,N,51,5,40,M,2,2,R,,,40,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
649,2019,5659,113384575,8166013,,15-AUG-19,20-APR-19,,21,6,,0,C,F,50396290,2019,34056089,1,20-APR-19,1,N,51,5,20,F,2,2,R,,,20,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
650,2019,5659,113384580,8166013,,15-AUG-19,21-APR-19,,2,6,,0,C,F,50396297,2019,34056090,1,21-APR-19,1,N,51,5,32,F,1,1,R,,,32,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
651,2019,5659,113384586,8166013,,15-AUG-19,21-APR-19,,10,6,,0,C,F,50396306,2019,34056091,1,21-APR-19,2,N,51,5,69,F,1,3,R,,,69,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
652,2019,5659,113384587,8166013,,15-AUG-19,21-APR-19,,13,6,,0,C,F,50396309,2019,34056092,1,21-APR-19,1,N,51,5,25,M,1,2,R,,,25,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
653,2019,5659,113384599,8166013,,15-AUG-19,21-APR-19,,21,6,,0,C,F,50396322,2019,34056100,1,21-APR-19,1,N,51,5,53,M,1,2,R,,,53,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
654,2019,5659,113384601,8166013,,15-AUG-19,21-APR-19,,18,6,,0,C,F,50396324,2019,34056101,1,30-APR-19,3,N,51,5,39,F,1,2,R,,,39,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
655,2019,5659,113384607,8166013,,15-AUG-19,22-APR-19,,1,6,,0,C,F,50396335,2019,34056105,1,25-APR-19,1,N,51,5,33,F,1,2,R,,,33,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
656,2019,5659,113384625,8166013,,15-AUG-19,22-APR-19,,10,6,,0,C,F,50396355,2019,34056106,1,22-APR-19,1,N,51,5,28,F,2,2,N,,,28,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
657,2019,5659,113384626,8166013,,15-AUG-19,22-APR-19,,11,6,,0,C,F,50396356,2019,34056107,1,22-APR-19,1,N,51,5,28,F,2,2,N,,,28,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
658,2019,5659,113384659,8166013,,15-AUG-19,23-APR-19,,4,6,,0,C,F,50396397,2019,34056110,1,23-APR-19,1,N,51,5,23,F,2,2,R,,,23,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
659,2019,5659,113384701,8166013,,15-AUG-19,23-APR-19,,17,6,,0,C,F,50396444,2019,34056117,1,23-APR-19,1,N,51,5,19,F,2,2,R,,,19,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
660,2019,5659,113384704,8166013,,15-AUG-19,23-APR-19,,19,6,,0,C,F,50396449,2019,34056120,1,23-APR-19,1,N,51,5,24,M,2,2,R,,,24,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
661,2019,5659,113384705,8166013,,15-AUG-19,23-APR-19,,20,6,,0,C,F,50396450,2019,34056121,1,23-APR-19,1,N,51,5,30,F,1,2,R,,,30,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
662,2019,5659,113384708,8166013,,15-AUG-19,23-APR-19,,21,6,,0,C,F,50396454,2019,34056122,1,23-APR-19,1,N,51,5,70,M,2,2,R,,,70,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
663,2019,5659,113384713,8166013,,15-AUG-19,23-APR-19,,22,6,,0,C,F,50396459,2019,34056126,1,23-APR-19,1,N,51,5,30,M,1,3,R,,,30,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
